#Original Added TAGs
VLI = "countries/Villingen.txt"
VLK = "countries/Valencia.txt"
VLL	= "countries/Valais.txt"
VLO = "countries/Vlore.txt"
VLS = "countries/Vlasia.txt"
VLT = "countries/Volterra.txt"
VLW = "countries/Valois.txt"
VLY = "countries/Velay.txt"
VMG	= "countries/Ventimiglia.txt"
VNE = "countries/Vianden.txt"
VNL = "countries/Veinala.txt"
VRN	= "countries/Verona.txt"
VNO	= "countries/Vernio.txt"
VRG = "countries/Veringen.txt"
VRS = "countries/Vares.txt"
VRT = "countries/Vertus.txt"
VSC = "countries/Vlasca.txt"
VTO	= "countries/Valentinois.txt"
VXE = "countries/Vexin.txt"
VZH = "countries/Velbazhd.txt"
WAC	= "countries/WeissenburgAlsace.txt"
WBV	= "countries/WeissenburgBavaria.txt"
WDK	= "countries/Waldeck.txt"
WDS	= "countries/Windsheim.txt"
WDX	= "countries/Wied.txt"
WEE	= "countries/Wertheim.txt"
WER = "countries/Werden.txt"
WFB	= "countries/Wolfenbuttel.txt"
WFC = "countries/Wolfach.txt"
WFR = "countries/WestFrisia.txt"
WGD	= "countries/Wernigerode.txt"
WGO	= "countries/Westergo.txt"
WGR = "countries/Wildgraviate.txt"
WOL	= "countries/Wolgast.txt"
WGT	= "countries/Weingarten.txt"
WHE	= "countries/Wildenberg.txt"
WKP = "countries/Wielkopolska.txt"
WKR	= "countries/Walkenried.txt"
WLD = "countries/Woldenberg.txt"
WLL	= "countries/Weil.txt"
WMI = "countries/Warmi.txt"
WNG = "countries/Wangen.txt"
WOP = "countries/Wople.txt"
WPF	= "countries/Wimpfen.txt"
WRC	= "countries/Wroclaw.txt"
WRL = "countries/Werle.txt"
WRM	= "countries/Warmia.txt"
WSL = "countries/Wesel.txt"
WSS	= "countries/Wiesensteig.txt"
WST	= "countries/Westenberg.txt"
WTB = "countries/Wiltberg.txt"
WTG = "countries/Wittgenstein.txt"
WTH = "countries/WallachianThessaly.txt"
WTY = "countries/Waterford.txt"
WUZ	= "countries/Hersfeld.txt"
SWA	= "countries/Swabia.txt"
WXF = "countries/Wexford.txt"
WXL	= "countries/Waldburg.txt"
WZL	= "countries/Wetzlar.txt"
XAB = "countries/Arenberg.txt"
XAD = "countries/Andechs.txt"
XAE = "countries/Abenberg.txt"
XAG = "countries/Agen.txt"
XAP = "countries/Arpitania.txt"
XAU = "countries/Aumale.txt"
XAX = "countries/Auxerre.txt"
XBE = "countries/Belmont.txt"
XBG	= "countries/Breisgau.txt"
XBL = "countries/Blois.txt"
XBN = "countries/Brienne.txt"
XBO = "countries/Boulogne.txt"
XBT = "countries/Berat.txt"
XBU = "countries/Beaumont.txt"
XBZ	= "countries/Brzeg.txt"
XCB = "countries/Combraille.txt"
XCC = "countries/Clermont.txt"
XCG = "countries/Cagli.txt"
XCI = "countries/Corbeil.txt"
XCL = "countries/Chalon.txt"
XCM = "countries/Comborn.txt"
XCO = "countries/Courtenay.txt"
XCR = "countries/Cortona.txt"
XCW = "countries/CantrefMawr.txt"
XCY = "countries/Coucy.txt"
DWT	= "countries/Donauworth.txt"
XDG = "countries/Donegal.txt"
XES = "countries/Este.txt"
XEV = "countries/Evreux.txt"
XFI	= "countries/Finale.txt"
XGP = "countries/Grandpre.txt"
XGR	= "countries/Groningen.txt"
XHL = "countries/Humsterland.txt"
XJA = "countries/KingdomofJaen.txt"
XJG = "countries/Joigny.txt"
XJV = "countries/Joinville.txt"
XKG = "countries/Klettgau.txt"
XKK	= "countries/Lombardy.txt"
XKL = "countries/Klettenberg.txt"
XKM	= "countries/Cornelimunster.txt"
XKY = "countries/Kerry.txt"
XKZ	= "countries/Katzenelnbogen.txt"
XLE	= "countries/Leiningen.txt"
XLG = "countries/Leisnig.txt"
XLI = "countries/Northlindau.txt"
XLM = "countries/Lomagne.txt"
XLN	= "countries/Loano.txt"
XLO = "countries/Loudun.txt"
XLT = "countries/LaTour.txt"
XLU = "countries/Lusignan.txt"
XMA = "countries/Murcia.txt"
XMC = "countries/Macon.txt"
XMD	= "countries/Mirandola.txt"
XME = "countries/Merania.txt"
XMF = "countries/Montfort.txt"
XMI = "countries/Mani.txt"
XMK	= "countries/Mark.txt"
XML = "countries/Melgueil.txt"
XMN	= "countries/Minden.txt"
XMP = "countries/Montpellier.txt"
XMS = "countries/Marsan.txt"
XMU	= "countries/Munchen.txt"
XMX	= "countries/Misox.txt"
XNV = "countries/Novara.txt"
XPC = "countries/Perche.txt"
XPE = "countries/Porcien.txt"
XPR	= "countries/Perugia.txt"
XPS = "countries/PallarsSobira.txt"
XPT = "countries/Parthenay.txt"
XPU	= "countries/Puttlingen.txt"
XPY = "countries/Peremyshl.txt"
XRC = "countries/Roucy.txt"
XRT = "countries/Rottenburg.txt"
XRU = "countries/Rouergue.txt"
XSE	= "countries/Salem.txt"
XSM	= "countries/StMoritz.txt"
XSP = "countries/SaintPol.txt"
XSS = "countries/Soissons.txt"
XSY	= "countries/Sayn.txt"
XSZ = "countries/Sandomierz.txt"
XTA = "countries/Thouars.txt"
XTH = "countries/Thiers.txt"
XTI = "countries/Touraine.txt"
XTO	= "countries/Tournai.txt"
XTT = "countries/Tartas.txt"
XVD = "countries/Vendome.txt"
XVL = "countries/Venaissin.txt"
YBR = "countries/Louth.txt"
YST	= "countries/Ostringen.txt"
YTV = "countries/Yotvingia.txt"
ZAG	= "countries/Zagan.txt"
ZBB	= "countries/ZweibruckenBitsch.txt"
ZDR = "countries/Zadrima.txt"
ZEE	= "countries/Zeeland.txt"
ZEL = "countries/Zell.txt"
ZGL = "countries/Zemgali.txt"
ZGN	= "countries/Ziegenhain.txt"
ZGZ = "countries/Zaragoza.txt"
ZIE	= "countries/Ziebice.txt"
ZII = "countries/Zemzizi.txt"
ZLX	= "countries/Zollern.txt"
ZMG = "countries/Samogitia.txt"
ZNY = "countries/Zvenyhorod.txt"
ZUG	= "countries/Zug.txt"
ZUR	= "countries/Zurich.txt"
ZWB	= "countries/Zweibrucken.txt"
ZWF	= "countries/Zwiefalten.txt"

#Crusaders
ADL = "countries/Adelon.txt"
ARF = "countries/Arsuf.txt"
ATC = "countries/Antioch.txt"
BIR = "countries/Beirut.txt"
BLC = "countries/Blanchegarde.txt"
BSA = "countries/Bethsan.txt"
CAE = "countries/Caesarea.txt"
EDE = "countries/Edessa.txt"
GEE = "countries/Galilee.txt"
HBR = "countries/Hebron.txt"
HFA = "countries/Haifa.txt"
IBE = "countries/Ibelin.txt"
JFF = "countries/Jaffa.txt"
OTJ = "countries/Oultrejordain.txt"
RML = "countries/Ramla.txt"
SAO = "countries/Saone.txt"
SCU = "countries/Schuf.txt"
SID = "countries/Sidon.txt"
SKE = "countries/Scandeleon.txt"
TPI = "countries/TripoliC.txt"
TXO = "countries/Toron.txt"
TYE = "countries/Tyre.txt"

#Beyliks
AHI = "countries/Ahiler.txt"
ANY = "countries/Alanya.txt"
BFR = "countries/Bafra.txt"
CLC = "countries/Cilicia.txt"
ESH = "countries/Eshref.txt"
GYN = "countries/Goynuk.txt"
HCM = "countries/Haciemir.txt"
HMD = "countries/Hamid.txt"
KBT = "countries/Kubat.txt"
KMU = "countries/Kastamonu.txt"
KTL = "countries/Kutlusah.txt"
KYP = "countries/Kypros.txt"
PRV = "countries/Pervane.txt"
SHP = "countries/SahipAta.txt"
SJK = "countries/Seljuk.txt"
TCT = "countries/Tacettin.txt"
TKK = "countries/Tekke.txt"
TSN = "countries/Tasan.txt"

#Levantines
APP = "countries/Aleppo.txt"
ASY = "countries/Assyria.txt"
BBK = "countries/Baalbek.txt"
BGH = "countries/Baghdad.txt"
DSC = "countries/Damascus.txt"
FTM = "countries/Fatimids.txt"
HMM = "countries/Hama.txt"
HMS = "countries/Homs.txt"
JOR = "countries/Jordain.txt"
KUW = "countries/Kuwait.txt"
MSL = "countries/Mosul.txt"
MTQ = "countries/Muntafiq.txt"
SNJ = "countries/Sinjar.txt"

#Anatolia
AAN = "countries/Alania.txt"
AHL = "countries/Ahlat.txt"
BBN = "countries/Baban.txt"
BHD = "countries/Bahdinan.txt"
CPP = "countries/Cappadocia.txt"
DNM = "countries/Danishmend.txt"
DVR = "countries/Divrigi.txt"
ERB = "countries/Erbil.txt"
HKK = "countries/Hakkari.txt"
HRP = "countries/Harput.txt"
INL = "countries/Inal.txt"
ISU = "countries/Isauria.txt"
JYA = "countries/Jalayirids.txt"
JZR = "countries/Jazira.txt"
KYS = "countries/Keysun.txt"
LBR = "countries/Lambron.txt"
MGJ = "countries/Mengujek.txt"
MLY = "countries/Malatya.txt"
MRD = "countries/Mardin.txt"
PHR = "countries/Phrygia.txt"
SAS = "countries/Sasun.txt"
SLT = "countries/Saltuk.txt"
TMT = "countries/Tmutarakan.txt"


#Caucasus
ABH = "countries/Abzakh.txt"
ABK = "countries/Abkhazia.txt"
ABZ = "countries/Abazins.txt"
BKU = "countries/Baku.txt"
BLK = "countries/Balkars.txt"
DBT = "countries/Derbent.txt"
DDY = "countries/Didoya.txt"
DDZ = "countries/Durdzuketia.txt"
DRG = "countries/Dargin.txt"
DVA = "countries/Dvals.txt"
DVN = "countries/Dvin.txt"
ESU = "countries/Elisu.txt"
GGI = "countries/Gagi.txt"
GNJ = "countries/Ganja.txt"
GUR = "countries/Guria.txt"
HNS = "countries/Huns.txt"
HTQ = "countries/Hatuqwai.txt"
JQT = "countries/Jiqeti.txt"
JVK = "countries/Javakheti.txt"
KBD = "countries/Kabardia.txt"
KCH = "countries/Karachay.txt"
KHZ = "countries/Khazaria.txt"
KKT = "countries/Kaketi.txt"
KRS = "countries/Kars.txt"
KTI = "countries/Kartli.txt"
LRR = "countries/Lori.txt"
LZG = "countries/Lezgin.txt"
MKH = "countries/Malkh.txt"
MLG = "countries/Mingrelia.txt"
NEG = "countries/NewEngland.txt"
NTK = "countries/Natukhai.txt"
QBA = "countries/Quba.txt"
RKA = "countries/Racha.txt"
SKI = "countries/Shaki.txt"
SPG = "countries/Shapsug.txt"
SSR = "countries/Simsir.txt"
SVN = "countries/Svanetia.txt"
SYU = "countries/Syunik.txt"
TAO = "countries/Tao.txt"
TBI = "countries/Tbilisi.txt"
TMG = "countries/Tmogvi.txt"
TSK = "countries/Tskhumi.txt"
YGR = "countries/Yegeruqwai.txt"

#North
AZL = "countries/Atzele.txt"
DPT = "countries/Dorpat.txt"
GTH = "countries/Gothia.txt"
HRR = "countries/Harrlen.txt"
IGR = "countries/Ingria.txt"
IZH = "countries/Izhorians.txt"
JRW = "countries/Jerwen.txt"
MOC = "countries/Mocha.txt"
MRY = "countries/Moray.txt"
MTE = "countries/Metsepole.txt"
MTM = "countries/Maritima.txt"
ORK = "countries/Orkney.txt"
OSL = "countries/Osel.txt"
OSE = "countries/Osterreich.txt"
RVL = "countries/Revele.txt"
SCK = "countries/Sackala.txt"
SMA = "countries/Saaremaa.txt"
SUO = "countries/Suomi.txt"
THD = "countries/Thoreda.txt"
TLV = "countries/Talava.txt"
UGA = "countries/Ugaunien.txt"
VNM = "countries/Vanema.txt"
VPS = "countries/Veps.txt"
WAI = "countries/Waiga.txt"
WIE = "countries/Wierland.txt"
XHA = "countries/Hamalaiset.txt"

#Russia
BYV = "countries/Belyov.txt"
DTV = "countries/Dmitrov.txt"
ERZ = "countries/Erzya.txt"
JGA = "countries/Jagoldai.txt"
KMO = "countries/Kostroma.txt"
KRH = "countries/Karachev.txt"
KSK = "countries/Kursk.txt"
MDV = "countries/Moksha.txt"
MEY = "countries/Merya.txt"
MOA = "countries/Mosalsk.txt"
MRC = "countries/Mari.txt"
MRM = "countries/Murom.txt"
MSV = "countries/Meshchevsk.txt"
MZH = "countries/Mozhaysk.txt"
OBL = "countries/Obolensk.txt"
OGH = "countries/Oghuz.txt"
ORY = "countries/Oryol.txt"
PLL = "countries/Pereyaslavl.txt"
PZS = "countries/Przemysl.txt"
QYP = "countries/Qipchaq.txt"
SDB = "countries/Starodub.txt"
SPZ = "countries/Spazh.txt"
SVK = "countries/Seversk.txt"
TAA = "countries/Tarusa.txt"
TBS = "countries/Bryansk.txt"
TPT = "countries/Toropets.txt"
UDM = "countries/Udmurt.txt"
UGL = "countries/Uglich.txt"
VBK = "countries/Vitebsk.txt"
VDR = "countries/Vladimir.txt"
VGB = "countries/VolgaBulgaria.txt"
VOO = "countries/Volkona.txt"
VTY = "countries/Vorotynsk.txt"
VYT = "countries/Hlynov.txt"
XKA = "countries/Kashin.txt"
XMO = "countries/Mikulino.txt"
YYV = "countries/Yuryev.txt"

#Africa
AES = "countries/Aures.txt"
ALW = "countries/AlWahat.txt"
CEU = "countries/Ceuta.txt"
CNA = "countries/Canarias.txt"
CYR = "countries/Cyrenaica.txt"
DAA = "countries/Draa.txt"
DBD = "countries/Debdou.txt"
DJB = "countries/Djerba.txt"
FGG = "countries/Figuig.txt"
GBS = "countries/Gabes.txt"
GHM = "countries/Ghadamis.txt"
LGT = "countries/Laghouat.txt"
ORS = "countries/Ouarsenis.txt"
OUJ = "countries/Oujda.txt"
QAY = "countries/Qayrawan.txt"
TDL = "countries/Tadla.txt"
TNF = "countries/Tenerife.txt"
TUT = "countries/Tuat.txt"

#Extra
BGD = "countries/Belgrade.txt"
CZY = "countries/Chyzani.txt"
MCI = "countries/Mercia.txt"
PCK = "countries/Plock.txt"
RAA = "countries/Rawa.txt"
WSX = "countries/Wessex.txt"
XSO = "countries/So.txt"
KHW = "countries/Khwarezm.txt"
